2780.16,20,10,2
2590.28,20,10,2
2470.28,20,10,2
1862.7,20,10,2
1862.7,20,10,2
1622.22,20,10,2
1550.68,20,10,2
1520.58,20,10,2
1327.14,20,5,1
1213.02,20,5,1
987.23,20,5,1
3030.12,20,5,1
3862.7,19,5,1
4143.87,18,5,1
4004.43,19,5,1
3007.21,19,5,1
2143.87,19,5,1
4024.56,18,5,1
5024.56,19,5,1
2009.56,18,5,1
862.7,17,5,1
3862.7,20,5,1
948.02,19,5,1
2024.56,19,5,1
5024.56,18,5,1
2009.56,18,5,1
862.7,17,5,1
5324.56,17,5,1
4024.56,20,5,1
5024.56,18,5,1
2009.56,18,5,1
862.7,17,5,1
2143.87,19,5,1
4024.56,18,5,1
5024.56,17,5,1
2009.56,17,5,1
862.7,17,5,1
5324.56,17,5,1
4213.02,20,5,1
5143.87,19,5,1
3030.12,18,5,1
3862.7,17,5,1
4213.02,19,5,1
5143.87,18,5,1
3862.7,17,5,1
3213.02,20,5,1
3862.7,20,5,1
4213.02,19,5,1
5143.87,19,5,1
3862.7,17,5,1
1948.02,18,4,1
182.7,18,4,1
3862.7,20,4,1
948.02,20,4,1
2024.56,19,4,1
3213.02,20,4,1
3862.7,20,4,1
4213.02,18,4,1
5143.87,18,4,1
3862.7,17,4,1
4143.87,16,4,1
2143.87,15,4,1
4024.56,15,4,1
5024.56,14,4,1
2009.56,14,4,1
1948.02,19,4,1
182.7,19,4,1
3862.7,18,4,1
948.02,18,4,1
2024.56,17,4,1
3213.02,17,4,1
3862.7,17,4,1
4213.02,16,4,1
5143.87,16,4,1
2143.87,15,4,1
4024.56,15,4,1
10.23,14,4,1
5024.56,14,4,1
2009.56,14,4,1
3862.7,19,4,1
948.02,17,4,1
2024.56,15,4,1
3213.02,15,4,1
3862.7,15,4,1
4213.02,14,4,1
5143.87,14,4,1
4213.02,20,4,1
5143.87,18,4,1
3030.12,18,4,1
3862.7,17,4,1
4143.87,17,4,1
4004.43,16,4,1
3007.21,16,4,1
2143.87,16,4,1
4024.56,16,4,1
5024.56,16,4,1
2009.56,15,4,1
862.7,15,4,1
5324.56,15,4,1
3862.7,20,4,1
4143.87,19,4,1
2143.87,17,4,1
4024.56,16,4,1
5024.56,15,4,1
2009.56,14,4,1
862.7,14,4,1
5324.56,14,4,1
3213.02,20,4,1
3862.7,19,4,1
4213.02,17,4,1
5143.87,16,4,1
3862.7,15,4,1
4143.87,15,4,1
2143.87,14,4,1
4024.56,14,4,1
3213.02,19,4,1
3862.7,18,4,1
4213.02,16,4,1
5143.87,16,4,1
3862.7,16,4,1
4143.87,15,4,1
3020.92,15,4,1
2143.87,14,4,1
4024.56,14,4,1
4315.87,20,4,1
4213.02,18,4,1
5143.87,17,4,1
2143.87,17,4,1
4024.56,17,4,1
5024.56,16,4,1
2009.56,15,4,1
862.7,14,4,1
5324.56,14,4,1
3213.02,20,3,1
3862.7,20,3,1
4213.02,18,3,1
5143.87,18,3,1
3030.12,20,3,1
3862.7,20,3,1
4143.87,18,3,1
4004.43,20,3,1
3007.21,18,3,1
2143.87,18,3,1
4024.56,17,3,1
5024.56,16,3,1
2009.56,16,3,1
862.7,14,3,1
5324.56,14,3,1
1948.02,19,3,1
182.7,19,3,1
3862.7,18,3,1
948.02,18,3,1
2024.56,17,3,1
3213.02,16,3,1
3862.7,15,3,1
4213.02,15,3,1
5143.87,15,3,1
3862.7,14,3,1
4143.87,14,3,1
2143.87,13,3,1
4024.56,12,3,1
5024.56,12,3,1
2009.56,11,3,1
862.7,20,3,1
5324.56,17,3,1
1948.02,16,3,1
182.7,16,3,1
3862.7,15,3,1
948.02,14,3,1
2024.56,14,3,1
3213.02,14,3,1
3862.7,13,3,1
4213.02,13,3,1
5143.87,12,3,1
3862.7,12,3,1
4143.87,12,3,1
2143.87,11,3,1
4024.56,11,3,1
5024.56,10,3,1
2009.56,10,3,1
862.7,10,3,1
5324.56,10,3,1
1948.02,18,3,1
182.7,17,3,1
3862.7,16,3,1
948.02,15,3,1
2024.56,15,3,1
3213.02,14,3,1
3862.7,13,3,1
4213.02,12,3,1
5143.87,11,3,1
3862.7,11,3,1
4143.87,10,3,1
2143.87,17,3,1
4024.56,17,3,1
5024.56,17,3,1
2009.56,16,3,1
862.7,13,3,1
5324.56,13,3,1
1948.02,13,3,1
182.7,12,3,1
3862.7,12,3,1
948.02,11,3,1
2024.56,11,3,1
3213.02,10,3,1
3862.7,10,3,1
4213.02,20,3,1
5143.87,19,3,1
2143.87,18,3,1
4024.56,18,3,1
5024.56,17,3,1
2009.56,17,3,1
862.7,16,3,1
5324.56,16,3,1
1948.02,15,3,1
182.7,14,3,1
3862.7,13,3,1
948.02,12,3,1
2024.56,12,3,1
3213.02,12,3,1
3862.7,12,3,1
4213.02,10,3,1
5143.87,10,3,1
1948.02,10,3,1
182.7,10,3,1
3862.7,10,3,1
948.02,10,3,1
2024.56,10,3,1
3213.02,20,3,1
3862.7,19,3,1
4213.02,17,3,1
5143.87,16,3,1
3030.12,14,3,1
3862.7,14,3,1
4143.87,14,3,1
4004.43,14,3,1
3007.21,13,3,1
2143.87,13,3,1
4024.56,13,3,1
5024.56,12,3,1
2009.56,12,3,1
862.7,11,3,1
5324.56,11,3,1
1948.02,10,3,1
182.7,10,3,1
3862.7,10,3,1
948.02,10,3,1
2024.56,10,3,1
3213.02,20,3,1
3862.7,20,3,1
4213.02,17,3,1
5143.87,17,3,1
3862.7,16,3,1
4143.87,16,3,1
2143.87,15,3,1
4024.56,15,3,1
5024.56,13,3,1
2009.56,13,3,1
862.7,12,3,1
5324.56,12,3,1
1948.02,11,3,1
182.7,20,2,1
3862.7,20,2,1
948.02,18,2,1
2024.56,18,2,1
3213.02,20,2,1
3862.7,20,2,1
4213.02,20,2,1
5143.87,19,2,1
3862.7,18,2,1
4143.87,20,2,1
2143.87,18,2,1
4024.56,18,2,1
5024.56,17,2,1
2009.56,16,2,1
862.7,14,2,1
5324.56,14,2,1
1948.02,14,2,1
182.7,14,2,1
3862.7,13,2,1
948.02,13,2,1
2024.56,13,2,1
3213.02,20,2,1
3862.7,20,2,1
4213.02,17,2,1
5143.87,17,2,1
3862.7,17,2,1
4143.87,16,2,1
2143.87,14,2,1
4024.56,13,2,1
5024.56,12,2,1
2009.56,12,2,1
862.7,11,2,1
5324.56,20,2,1
1948.02,19,2,1
182.7,17,2,1
3862.7,16,2,1
948.02,16,2,1
2024.56,15,2,1
3213.02,15,2,1
3862.7,14,2,1
4213.02,10,2,1
5143.87,10,2,1
2143.87,10,2,1
4024.56,10,2,1
5024.56,10,2,1
2009.56,20,2,1
862.7,18,2,1
5324.56,18,2,1
1948.02,16,2,1
182.7,16,2,1
3862.7,14,2,1
948.02,14,2,1
2024.56,13,2,1
3213.02,13,2,1
3862.7,12,2,1
4213.02,11,2,1
5143.87,11,2,1
1948.02,10,2,1
182.7,10,2,1
3862.7,20,2,1
948.02,19,2,1
2024.56,18,2,1
3213.02,17,2,1
3862.7,16,2,1
4213.02,16,2,1
5143.87,15,2,1
3030.12,15,2,1
3862.7,15,2,1
4143.87,15,2,1
4004.43,13,2,1
3007.21,13,2,1
2143.87,12,2,1
4024.56,11,2,1
5024.56,10,2,1
2009.56,10,2,1
862.7,18,2,1
5324.56,17,2,1
1948.02,16,2,1
182.7,16,2,1
3862.7,16,2,1
948.02,15,2,1
2024.56,15,2,1
3213.02,14,2,1
3862.7,13,2,1
4213.02,13,2,1
5143.87,13,2,1
3862.7,13,2,1
4143.87,12,2,1
2143.87,10,2,1
4024.56,10,2,1
5024.56,10,2,1
2009.56,10,2,1
862.7,19,2,1
5324.56,18,2,1
1948.02,15,2,1
182.7,14,2,1
3862.7,12,2,1
948.02,10,2,1
2024.56,10,2,1
3213.02,10,2,1
3862.7,20,2,1
4213.02,17,2,1
5143.87,16,2,1
3862.7,15,2,1
4143.87,14,2,1
2143.87,13,2,1
4024.56,13,2,1
5024.56,13,2,1
2009.56,12,2,1
862.7,12,2,1
5324.56,12,2,1
1948.02,10,2,1
182.7,18,1,1
3862.7,19,1,1
948.02,18,1,1
2024.56,18,1,1
3213.02,19,1,1
3862.7,20,1,1
4213.02,20,1,1
5143.87,19,1,1
3862.7,18,1,1
4143.87,18,1,1
2143.87,17,1,1
4024.56,17,1,1
5024.56,16,1,1
2009.56,16,1,1
862.7,15,1,1
5324.56,14,1,1
1948.02,13,1,1
182.7,13,1,1
3862.7,17,1,1
948.02,17,1,1
2024.56,17,1,1
3213.02,16,1,1
3862.7,16,1,1
4213.02,15,1,1
5143.87,14,1,1
2143.87,14,1,1
4024.56,14,1,1
5024.56,12,1,1
2009.56,12,1,1
862.7,11,1,1
5324.56,20,1,1
1948.02,19,1,1
182.7,18,1,1
3862.7,17,1,1
948.02,17,1,1
2024.56,16,1,1
3213.02,16,1,1
3862.7,15,1,1
4213.02,14,1,1
5143.87,13,1,1
1948.02,12,1,1
182.7,12,1,1
3862.7,11,1,1
948.02,10,1,1
2024.56,10,1,1
3213.02,10,1,1
3862.7,10,1,1
4213.02,20,1,1
5143.87,20,1,1
3030.12,19,1,1
3862.7,19,1,1
4143.87,16,1,1
4004.43,16,1,1
3007.21,15,1,1
2143.87,15,1,1
4024.56,14,1,1
5024.56,14,1,1
2009.56,14,1,1
862.7,13,1,1
5324.56,12,1,1
1948.02,10,1,1
182.7,10,1,1
3862.7,20,1,1
948.02,19,1,1
2024.56,17,1,1
3213.02,16,1,1
3862.7,16,1,1
4213.02,16,1,1
5143.87,15,1,1
3862.7,14,1,1
4143.87,14,1,1
2143.87,12,1,1
4024.56,12,1,1
5024.56,11,1,1
2009.56,11,1,1
862.7,10,1,1
5324.56,10,1,1
1948.02,20,1,1
182.7,20,1,1
3862.7,17,1,1
948.02,17,1,1
2024.56,16,1,1
3213.02,15,1,1
3862.7,14,1,1
4213.02,13,1,1
5143.87,13,1,1
3862.7,12,1,1
4143.87,12,1,1
2143.87,11,1,1
