1,0.36,0.28,0.36,0.33,0.33,0.33,0.32,0.41,0.32,0.47,0.4,0.34,0.42,0.42,0.4,0.47,0.33,0.47,0.32,0.56,0.32,0.65,0.38,0.47,0.38,0.57,0.38,0.64,0.36,0.26,0.38,0.26,0.35,0.26,0.39,0.28,2692.46,20,6,1
1,0.36,0.28,0.36,0.33,0.33,0.33,0.32,0.41,0.31,0.49,0.39,0.33,0.4,0.41,0.4,0.51,0.33,0.46,0.32,0.54,0.32,0.65,0.38,0.47,0.38,0.56,0.36,0.64,0.36,0.26,0.38,0.26,0.35,0.26,0.39,0.28,8899.66,20,6,1
1,0.38,0.26,0.38,0.33,0.35,0.33,0.32,0.41,0.33,0.47,0.4,0.33,0.42,0.41,0.4,0.46,0.35,0.47,0.33,0.57,0.33,0.67,0.39,0.47,0.39,0.57,0.39,0.64,0.36,0.26,0.38,0.26,0.35,0.26,0.39,0.26,11348.77,20,6,1
1,0.4,0.28,0.4,0.34,0.38,0.33,0.36,0.39,0.33,0.42,0.44,0.34,0.44,0.42,0.43,0.49,0.38,0.47,0.36,0.51,0.36,0.64,0.42,0.47,0.42,0.56,0.4,0.67,0.4,0.26,0.42,0.26,0.39,0.26,0.43,0.28,9502.38,20,6,1
1,0.32,0.26,0.32,0.33,0.29,0.33,0.28,0.39,0.29,0.46,0.36,0.34,0.38,0.41,0.36,0.47,0.29,0.46,0.31,0.56,0.31,0.62,0.35,0.47,0.36,0.54,0.35,0.65,0.32,0.26,0.33,0.26,0.31,0.26,0.35,0.26,15903.38,20,6,1
1,0.39,0.26,0.39,0.34,0.36,0.33,0.33,0.39,0.31,0.44,0.42,0.34,0.44,0.42,0.43,0.49,0.36,0.47,0.36,0.57,0.36,0.64,0.4,0.47,0.42,0.57,0.4,0.67,0.38,0.26,0.39,0.26,0.38,0.26,0.42,0.26,5364.08,20,6,1
1,0.39,0.26,0.4,0.33,0.36,0.33,0.35,0.39,0.35,0.46,0.43,0.33,0.44,0.42,0.43,0.49,0.36,0.49,0.36,0.57,0.36,0.65,0.42,0.49,0.42,0.57,0.4,0.67,0.39,0.25,0.4,0.25,0.38,0.26,0.42,0.26,6928.36,20,6,1
1,0.42,0.26,0.42,0.33,0.39,0.33,0.36,0.42,0.36,0.49,0.44,0.34,0.46,0.42,0.46,0.49,0.39,0.47,0.38,0.49,0.38,0.6,0.43,0.47,0.43,0.54,0.42,0.65,0.42,0.26,0.43,0.26,0.4,0.26,0.44,0.26,5427.15,20,6,1
1,0.39,0.29,0.39,0.34,0.36,0.34,0.35,0.41,0.35,0.44,0.43,0.34,0.44,0.42,0.43,0.49,0.36,0.47,0.36,0.57,0.38,0.62,0.4,0.49,0.42,0.57,0.4,0.69,0.39,0.28,0.4,0.28,0.38,0.28,0.42,0.29,8420.79,20,5,1
1,0.36,0.26,0.36,0.33,0.33,0.33,0.32,0.39,0.32,0.46,0.39,0.33,0.42,0.41,0.39,0.46,0.35,0.46,0.32,0.52,0.32,0.64,0.39,0.46,0.38,0.49,0.36,0.6,0.35,0.26,0.36,0.26,0.35,0.26,0.38,0.26,2603.44,19,5,1
