3,0.47,0.11,0.47,0.18,0.43,0.18,0.4,0.16,0.39,0.07,0.51,0.2,0.56,0.2,0.56,0.11,0.44,0.38,0.43,0.54,0.43,0.69,0.5,0.39,0.49,0.56,0.47,0.69,0.47,0.11,0.49,0.11,0.46,0.11,0.5,0.13,0,20,5,1
3,0.29,0.16,0.29,0.21,0.26,0.21,0.25,0.16,0.24,0.1,0.32,0.21,0.33,0.18,0.35,0.13,0.26,0.36,0.26,0.47,0.26,0.59,0.31,0.36,0.31,0.47,0.31,0.59,0.28,0.16,0.29,0.16,0.26,0.16,0.31,0.18,0,20,5,1
3,0.29,0.16,0.29,0.21,0.26,0.21,0.25,0.16,0.24,0.1,0.32,0.21,0.35,0.18,0.35,0.13,0.26,0.36,0.26,0.47,0.26,0.57,0.31,0.36,0.31,0.47,0.31,0.59,0.28,0.16,0.29,0.16,0.28,0.16,0.31,0.16,0,20,5,1
3,0.42,0.16,0.43,0.21,0.39,0.21,0.38,0.18,0.38,0.11,0.46,0.23,0.49,0.2,0.5,0.13,0.4,0.39,0.4,0.51,0.4,0.62,0.44,0.39,0.43,0.51,0.43,0.64,0.42,0.16,0.43,0.16,0.4,0.16,0.44,0.16,0,20,5,1
3,0.4,0.18,0.42,0.21,0.39,0.21,0.36,0.16,0.36,0.1,0.44,0.21,0.46,0.18,0.47,0.11,0.39,0.38,0.39,0.49,0.39,0.62,0.42,0.38,0.42,0.51,0.42,0.62,0.4,0.16,0.42,0.16,0.39,0.18,0.43,0.18,0,20,5,1
3,0.42,0.16,0.43,0.21,0.4,0.21,0.39,0.16,0.39,0.1,0.46,0.21,0.49,0.18,0.5,0.13,0.4,0.38,0.4,0.49,0.4,0.62,0.44,0.38,0.43,0.51,0.43,0.62,0.42,0.16,0.43,0.16,0.4,0.16,0.44,0.18,0,20,5,1
3,0.38,0.13,0.38,0.2,0.33,0.2,0.31,0.25,0.31,0.16,0.42,0.2,0.46,0.26,0.46,0.18,0.35,0.41,0.35,0.57,0.36,0.7,0.4,0.41,0.4,0.57,0.42,0.7,0.36,0.11,0.38,0.11,0.35,0.11,0.4,0.13,0,20,5,1
3,0.26,0.16,0.26,0.21,0.24,0.21,0.22,0.16,0.21,0.1,0.29,0.21,0.31,0.18,0.33,0.11,0.24,0.36,0.24,0.47,0.24,0.59,0.28,0.36,0.28,0.47,0.29,0.59,0.25,0.16,0.26,0.16,0.24,0.16,0.28,0.16,0,20,5,1
3,0.49,0.11,0.49,0.2,0.44,0.2,0.42,0.29,0.4,0.2,0.53,0.2,0.56,0.31,0.56,0.21,0.44,0.41,0.43,0.57,0.43,0.7,0.5,0.42,0.49,0.57,0.47,0.7,0.47,0.11,0.49,0.11,0.46,0.11,0.51,0.13,0,20,4,1
3,0.47,0.11,0.47,0.2,0.43,0.2,0.39,0.26,0.39,0.18,0.5,0.2,0.54,0.29,0.54,0.21,0.43,0.41,0.43,0.57,0.43,0.7,0.49,0.41,0.49,0.57,0.47,0.7,0.46,0.11,0.49,0.11,0.44,0.11,0.5,0.13,0,20,4,1
3,0.31,0.16,0.31,0.21,0.28,0.21,0.26,0.15,0.26,0.1,0.32,0.21,0.35,0.18,0.36,0.11,0.28,0.36,0.28,0.47,0.28,0.6,0.32,0.36,0.31,0.47,0.31,0.6,0.29,0.16,0.31,0.16,0.28,0.16,0.32,0.16,0,20,4,1
3,0.35,0.15,0.35,0.21,0.32,0.2,0.29,0.16,0.29,0.1,0.39,0.21,0.42,0.16,0.42,0.1,0.32,0.38,0.32,0.51,0.32,0.65,0.36,0.38,0.36,0.51,0.35,0.65,0.33,0.15,0.36,0.15,0.33,0.15,0.36,0.15,0,20,4,1
3,0.36,0.15,0.36,0.2,0.33,0.2,0.32,0.13,0.31,0.05,0.39,0.2,0.4,0.15,0.42,0.08,0.33,0.36,0.32,0.51,0.32,0.65,0.38,0.36,0.36,0.51,0.36,0.65,0.35,0.15,0.36,0.15,0.35,0.15,0.38,0.15,0,20,4,1
3,0.29,0.16,0.29,0.21,0.26,0.21,0.25,0.16,0.25,0.1,0.32,0.21,0.33,0.18,0.35,0.13,0.26,0.36,0.26,0.47,0.26,0.59,0.31,0.36,0.31,0.47,0.31,0.59,0.28,0.16,0.29,0.16,0.26,0.16,0.31,0.18,0,20,4,1
